filename	NH	NC	NN	NO	NF	mu	alpha	HOMO	HOMO_ev	HOMO_kcm	HOMO_kjm	LUMO	LUMO_ev	LUMO_kcm	LUMO_kjm	gap	gap_ev	gap_kcm	gap_kjm	zpve	zpve_ev	zpve_kcm	zpve_kjm	zpve_cmi	U0	U0_ev	U0_kcm	U0_kjm	U	U_ev	U_kcm	U_kjm	H	H_ev	H_kcm	H_kjm	G	G_ev	G_kcm	G_kjm	Cv
bigqm7wdef2tzvp_001394.xyz	09	05	01	00	00	1.18938000	63.15280000	-0.31955000	-8.69539772	-200.52065082	-838.97840304	0.08741000	2.37854706	54.85060269	229.49492164	0.40696000	11.07394478	255.37125351	1068.47332468	0.13514500	3.67748247	84.80476719	354.82314592	29660.89907055	-2.23156300	-60.72391742	-1400.32691319	-5858.96780479	-2.24711100	-61.14700002	-1410.08343042	-5899.78907286	-2.26032700	-61.50662567	-1418.37659556	-5934.48767581	-2.07679100	-56.51235712	-1303.20601765	-5452.61397786	21.75100000
bigqm7wdef2tzvp_001395.xyz	08	05	00	01	00	1.58235000	59.14590000	-0.32445000	-8.82873350	-203.59544722	-851.84335117	0.09063000	2.46616772	56.87118318	237.94903041	0.41508000	11.29490122	260.46663040	1089.79238158	0.12215600	3.32403381	76.65404670	320.72053138	26810.14308233	-2.13437100	-58.07918860	-1339.33801288	-5603.79024589	-2.14855100	-58.46504602	-1348.23609715	-5641.01983047	-2.16082300	-58.79898413	-1355.93689335	-5673.23996179	-1.99041900	-54.16205547	-1249.00676980	-5225.84432483	21.08800000
bigqm7wdef2tzvp_001396.xyz	07	05	00	00	01	1.83480000	55.23290000	-0.33303000	-9.06220717	-208.97947846	-874.37013789	0.08315000	2.26262657	52.17741235	218.31029326	0.41618000	11.32483374	261.15689081	1092.68043116	0.10988000	2.98998686	68.95074045	288.48989806	24115.87250636	-2.00796100	-54.63939757	-1260.01454090	-5271.90083913	-2.02117500	-54.99896879	-1268.30645103	-5306.59419109	-2.03250300	-55.30721935	-1275.41487829	-5336.33585077	-1.87452500	-51.00841935	-1176.28218739	-4921.56467206	19.26800000
bigqm7wdef2tzvp_001397.xyz	08	04	02	00	00	2.46216000	59.72680000	-0.29751000	-8.09565881	-186.69034212	-781.11239145	0.07846000	2.13500518	49.23439294	205.99670005	0.37597000	10.23066399	235.92473506	987.10909151	0.12284800	3.34286409	77.08828325	322.53737711	26962.01952731	-2.02989400	-55.23622485	-1273.77770609	-5329.48592226	-2.04413000	-55.62360611	-1282.71093089	-5366.86253483	-2.05640200	-55.95754421	-1290.41172709	-5399.08266614	-1.88521100	-51.29920020	-1182.98775358	-4949.62076098	20.74900000
bigqm7wdef2tzvp_001398.xyz	08	04	02	00	00	3.05548000	58.82370000	-0.30349000	-8.25838289	-190.44284875	-796.81287917	0.09362000	2.54752976	58.74743649	245.79927427	0.39711000	10.80591265	249.19028524	1042.61215344	0.12329500	3.35502757	77.36877998	323.71097544	27060.12468758	-2.05678400	-55.96793896	-1290.65143571	-5400.08560700	-2.07094500	-56.35327937	-1299.53759730	-5437.26530709	-2.08321700	-56.68721747	-1307.23839350	-5469.48543841	-1.91227000	-52.03551303	-1199.96753230	-5020.66415515	20.71200000
bigqm7wdef2tzvp_001399.xyz	08	05	00	01	00	1.12636000	58.88120000	-0.29127000	-7.92585978	-182.77468304	-764.72927383	0.10106000	2.74998245	63.41610694	265.33299143	0.39233000	10.67584223	246.19078998	1030.06226526	0.12185500	3.31584318	76.46516635	319.93025599	26744.08121826	-2.13296900	-58.04103824	-1338.45824460	-5600.10929542	-2.14711600	-58.42599769	-1347.33562106	-5637.25223852	-2.15938800	-58.75993579	-1355.03641727	-5669.47236984	-1.98926700	-54.13070796	-1248.28387889	-5222.81974927	20.78800000
bigqm7wdef2tzvp_001400.xyz	07	04	01	01	00	3.58398000	54.72240000	-0.32629000	-8.87880244	-204.75006464	-856.67427047	0.06922000	1.88357199	43.43620544	181.73708358	0.39551000	10.76237443	248.18627009	1038.41135405	0.10950700	2.97983701	68.71667942	287.51058671	24034.00846882	-1.91298300	-52.05491475	-1200.41494655	-5022.53613638	-1.92582200	-52.40428171	-1208.47154063	-5056.24492598	-1.93715000	-52.71253226	-1215.57996789	-5085.98658566	-1.77931900	-48.41773234	-1116.53952089	-4671.60135540	20.01500000
bigqm7wdef2tzvp_001401.xyz	06	04	00	02	00	0.26910700	51.41260000	-0.28235000	-7.68313424	-177.17729857	-741.30981724	0.09973000	2.71379131	62.58151934	261.84107694	0.38208000	10.39692555	239.75881792	1003.15089417	0.09733800	2.64870168	61.08051669	255.56088185	21363.22167841	-1.83576300	-49.95365169	-1151.95866536	-4819.79505585	-1.84729200	-50.26737173	-1159.19322203	-4850.06444095	-1.85767600	-50.54993474	-1165.70928035	-4877.32762899	-1.71255300	-46.60093708	-1074.64322368	-4496.30724788	19.56200000
bigqm7wdef2tzvp_001402.xyz	05	03	01	02	00	2.51054000	46.98870000	-0.32192000	-8.75988870	-202.00784826	-845.20083713	0.07651000	2.08194298	48.01074947	200.87697580	0.39843000	10.84183168	250.01859774	1046.07781293	0.08541500	2.32426035	53.59872130	224.25704990	18746.42564735	-1.62712800	-44.27640461	-1021.03822729	-4272.02394298	-1.63731700	-44.55366140	-1027.43192127	-4298.77515859	-1.64675700	-44.81053687	-1033.35561066	-4323.55987499	-1.51425300	-41.20491966	-950.20809598	-3975.67067356	18.50800000
bigqm7wdef2tzvp_001403.xyz	09	05	01	00	00	0.63814600	64.48840000	-0.28474000	-7.74816944	-178.67704621	-747.58476132	0.08553000	2.32738966	53.67088488	224.55898236	0.37027000	10.07555911	232.34793109	972.14374368	0.13373800	3.63919606	83.92186137	351.12906796	29352.09826406	-2.21492900	-60.27128326	-1389.88892068	-5815.29524414	-2.23036400	-60.69129097	-1399.57452934	-5855.81983075	-2.24358000	-61.05091662	-1407.86769448	-5890.51843370	-2.06025600	-56.06241689	-1292.83014858	-5409.20134167	21.41500000
bigqm7wdef2tzvp_001404.xyz	08	06	00	00	00	0.34532300	66.46760000	-0.31166000	-8.48069990	-195.56960111	-818.26321105	0.07626000	2.07514013	47.85387211	200.22060089	0.38792000	10.55584003	243.42347322	1018.48381194	0.12170500	3.31176147	76.37103993	319.53643105	26711.16002354	-2.21814100	-60.35868623	-1391.90448110	-5823.72834891	-2.23242900	-60.74748248	-1400.87033639	-5861.24148746	-2.24470100	-61.08142058	-1408.57113259	-5893.46161878	-2.07425200	-56.44326741	-1301.61277111	-5445.94783433	20.68300000
bigqm7wdef2tzvp_001405.xyz	06	05	00	01	00	2.81588000	55.74470000	-0.33255000	-9.04914571	-208.67827392	-873.10989808	0.04857000	1.32165691	30.47813491	127.52051646	0.38112000	10.37080262	239.15640883	1000.63041454	0.09792500	2.66467477	61.44886475	257.10205013	21492.05328709	-1.95921300	-53.31289702	-1229.42470931	-5143.91298374	-1.97102900	-53.63442674	-1236.83936119	-5174.93588723	-1.98141300	-53.91698975	-1243.35541952	-5202.19907526	-1.83628600	-49.96788324	-1152.28685281	-4821.16819215	18.92800000
bigqm7wdef2tzvp_001406.xyz	06	04	02	00	00	2.30012000	58.26550000	-0.28162000	-7.66326993	-176.71921666	-739.39320252	0.06862000	1.86724516	43.05969976	180.16178381	0.35024000	9.53051509	219.77891643	919.55498633	0.09935400	2.70355983	62.34557578	260.85388908	21805.68253546	-1.86641000	-50.78759897	-1171.18994805	-4900.25874266	-1.87807100	-51.10491091	-1178.50733597	-4930.87469371	-1.88845500	-51.38747393	-1185.02339430	-4958.13788174	-1.74294700	-47.42799988	-1093.71574648	-4576.10668328	19.61300000
bigqm7wdef2tzvp_001407.xyz	05	04	01	01	00	3.49191000	52.37440000	-0.30439000	-8.28287314	-191.00760727	-799.17582883	0.05882000	1.60057360	36.91010697	154.43188755	0.36321000	9.88344674	227.91771424	953.60771638	0.08715300	2.37155374	54.68933275	228.82016824	19127.87255685	-1.79296200	-48.78897725	-1125.10063257	-4707.42104669	-1.80352600	-49.07643830	-1131.72964260	-4735.15682466	-1.81296600	-49.33331377	-1137.65333199	-4759.94154106	-1.67974600	-45.70821321	-1054.05652053	-4410.17248190	18.46300000
bigqm7wdef2tzvp_001408.xyz	05	03	03	00	00	2.67777000	53.99790000	-0.30386000	-8.26845110	-190.67502725	-797.78431403	0.04488000	1.22124691	28.16262497	117.83242287	0.34874000	9.48969801	218.83765222	915.61673690	0.08740600	2.37843822	54.84809265	229.48441964	19183.39963861	-1.66027500	-45.17838035	-1041.83828366	-4359.05137883	-1.67060900	-45.45958279	-1048.32296651	-4386.18329189	-1.68004900	-45.71645826	-1054.24665590	-4410.96800828	-1.54718000	-42.10090890	-970.87010026	-4062.12049950	18.60800000
bigqm7wdef2tzvp_001409.xyz	04	03	02	01	00	2.46004000	47.98870000	-0.33371000	-9.08071091	-209.40618490	-876.15547763	0.03446000	0.93770429	21.62397630	90.47471685	0.36817000	10.01841520	231.03016121	966.63019448	0.07527100	2.04822808	47.23326524	197.62398177	16520.07498568	-1.58652000	-43.17140474	-995.55632277	-4165.40765448	-1.59581100	-43.42422570	-1001.38651325	-4189.80117144	-1.60430700	-43.65541362	-1006.71783370	-4212.10741619	-1.48340300	-40.36544847	-930.84942886	-3894.67401034	17.42000000
bigqm7wdef2tzvp_001410.xyz	06	04	02	00	00	2.51344000	59.46850000	-0.28365000	-7.71850903	-177.99306088	-744.72296674	0.06548000	1.78180142	41.08932003	171.91771501	0.34913000	9.50031045	219.08238092	916.64068175	0.09864400	2.68423975	61.90004406	258.98978435	21649.85554712	-1.85772500	-50.55126810	-1165.74002832	-4877.45627847	-1.86912000	-50.86134182	-1172.89049871	-4907.37384662	-1.87950400	-51.14390483	-1179.40655704	-4934.63703466	-1.73536700	-47.22173759	-1088.95922471	-4556.20539617	19.74800000
bigqm7wdef2tzvp_001411.xyz	05	03	03	00	00	0.92079800	52.97170000	-0.31712000	-8.62927405	-198.99580281	-832.59843897	0.05588000	1.52057213	35.06522913	146.71291867	0.37300000	10.14984618	234.06103194	979.31135764	0.08840600	2.40564960	55.47560212	232.10991926	19402.87427009	-1.68811200	-45.93586365	-1059.30626475	-4432.13741171	-1.69868900	-46.22367845	-1065.94343240	-4459.90732117	-1.70812900	-46.48055392	-1071.86712179	-4484.69203757	-1.57438400	-42.84116738	-987.94086786	-4133.54459111	18.05500000
bigqm7wdef2tzvp_001412.xyz	04	03	02	01	00	2.70378000	47.25670000	-0.34217000	-9.31091922	-214.71491501	-898.36720441	0.04415000	1.20138260	27.70454306	115.91580815	0.38632000	10.51230182	242.41945807	1014.28301256	0.07600000	2.06806517	47.69071964	199.53797099	16680.07199202	-1.61268700	-43.88344502	-1011.97636305	-4234.10910299	-1.62208200	-44.13909597	-1017.87181451	-4258.77567191	-1.63057800	-44.37028389	-1023.20313496	-4281.08191667	-1.50946100	-41.07452271	-947.20107060	-3963.08927939	17.01800000
bigqm7wdef2tzvp_001413.xyz	06	05	00	01	00	1.57291000	59.09580000	-0.28915000	-7.86817165	-181.44436296	-759.16321464	0.07029000	1.91268817	44.10764058	184.54636817	0.35944000	9.78085982	225.55200354	943.70958281	0.09792000	2.66453871	61.44572721	257.08892263	21490.95591393	-1.92941900	-52.50216105	-1210.72869219	-5065.68884811	-1.94129700	-52.82537787	-1218.18224966	-5096.87453258	-1.95168100	-53.10794088	-1224.69830799	-5124.13772061	-1.80617400	-49.14849405	-1133.39128768	-4742.10914765	19.13900000
bigqm7wdef2tzvp_001414.xyz	04	04	00	02	00	3.93576000	47.49240000	-0.33721000	-9.17595075	-211.60246804	-885.34472630	0.04900000	1.33335781	30.74796398	128.64948130	0.38621000	10.50930856	242.35043203	1013.99420760	0.07476900	2.03456796	46.91825549	196.30598096	16409.89872068	-1.68663300	-45.89561801	-1058.37817824	-4428.25429777	-1.69611400	-46.15360914	-1064.32759552	-4453.14665965	-1.70461000	-46.38479706	-1069.65891597	-4475.45290441	-1.58391100	-43.10041024	-993.91915057	-4158.55772598	16.91200000
bigqm7wdef2tzvp_001415.xyz	03	03	01	02	00	4.61797000	43.49830000	-0.37297000	-10.14902984	-234.04220666	-979.23259265	0.02198000	0.59810622	13.79265813	57.70848161	0.39495000	10.74713606	247.83486479	1036.94107426	0.06241900	1.69850737	39.16851355	163.88106068	13699.38702197	-1.46343200	-39.82200992	-918.31743725	-3842.24015746	-1.47158800	-40.04394597	-923.43540448	-3863.65373235	-1.47914000	-40.24944634	-928.17435599	-3883.48150546	-1.37083600	-37.30234462	-860.21257046	-3599.12939480	16.13100000
bigqm7wdef2tzvp_001416.xyz	05	03	03	00	00	3.39563000	54.12190000	-0.25667000	-6.98434590	-161.06285541	-673.88698704	0.10273000	2.79542546	64.46404775	269.71757579	0.35940000	9.77977136	225.52690316	943.60456283	0.08799700	2.39452015	55.21895074	231.03608991	19313.10914581	-1.68896300	-45.95902053	-1059.84027531	-4434.37171188	-1.69918700	-46.23722972	-1066.25593212	-4461.21481998	-1.70862700	-46.49410519	-1072.17962151	-4485.99953638	-1.57536300	-42.86780733	-988.55519963	-4136.11495524	19.67800000
bigqm7wdef2tzvp_001417.xyz	04	03	02	01	00	4.00524000	48.07940000	-0.28378000	-7.72204651	-178.07463712	-745.06428169	0.09646000	2.62481009	60.52956338	253.25569318	0.38024000	10.34685660	238.60420050	998.31997488	0.07663800	2.08542604	48.09107069	201.21303975	16820.09680690	-1.62500500	-44.21863484	-1019.70602469	-4266.45000729	-1.63434300	-44.47273475	-1025.56570811	-4290.96692273	-1.64283900	-44.70392266	-1030.89702856	-4313.27316749	-1.52163300	-41.40573967	-954.83911586	-3995.04686075	17.80200000
bigqm7wdef2tzvp_001418.xyz	04	02	04	00	00	3.56881000	49.19510000	-0.28381000	-7.72286286	-178.09346240	-745.14304668	0.08317000	2.26317080	52.18996254	218.36280326	0.36698000	9.98603365	230.28342494	963.50584994	0.07667000	2.08629680	48.11115099	201.29705574	16827.11999511	-1.49114900	-40.57622785	-935.71011720	-3915.01113038	-1.50025700	-40.82406913	-941.42547345	-3938.92418090	-1.50875300	-41.05525705	-946.75679390	-3961.23042566	-1.38745800	-37.75465224	-870.64303285	-3642.77044946	18.19500000
bigqm7wdef2tzvp_001419.xyz	03	02	03	01	00	6.46301000	44.75020000	-0.33596000	-9.14193652	-210.81808121	-882.06285178	0.03172000	0.86314510	19.90460036	83.28084789	0.36768000	10.00508162	230.72268157	965.34369967	0.06517300	1.77344752	40.89667462	171.11168663	14303.82015705	-1.40044500	-38.10804648	-878.79249833	-3676.86781300	-1.40874500	-38.33390097	-884.00082692	-3698.65945983	-1.41629600	-38.53937413	-888.73915092	-3718.48460745	-1.30701000	-35.56555083	-820.16115109	-3431.55425616	15.94000000
bigqm7wdef2tzvp_001420.xyz	03	01	05	00	00	1.53451000	45.36630000	-0.31118000	-8.46763843	-195.26839657	-817.00297123	0.04924000	1.33988854	30.89856625	129.27960121	0.36042000	9.80752697	226.16696282	946.28257244	0.06446000	1.75404580	40.44926037	169.23970540	14147.33474481	-1.26929200	-34.53919185	-796.49274894	-3332.52566156	-1.27719400	-34.75421621	-801.45132876	-3353.27235954	-1.28474600	-34.95971658	-806.19028027	-3373.10013266	-1.17559100	-31.98945797	-737.69448418	-3086.51372182	17.12100000
bigqm7wdef2tzvp_001421.xyz	02	01	04	01	00	0.54243200	39.61910000	-0.34995000	-9.52262379	-219.59693868	-918.79359144	0.04042000	1.09988414	25.36393274	106.12269457	0.39037000	10.62250792	244.96087142	1024.91628601	0.05294100	1.44059787	33.22097880	138.99657529	11619.20646486	-1.20227400	-32.71553933	-754.43831934	-3156.56992813	-1.20919300	-32.90381490	-758.78005736	-3174.73575999	-1.21580100	-33.08362772	-762.92663993	-3192.08506147	-1.11898400	-30.44910317	-702.17305567	-2937.89206492	15.33000000
bigqm7wdef2tzvp_001422.xyz	04	03	02	01	00	4.97167000	49.62610000	-0.28293000	-7.69891684	-177.54125407	-742.83260702	0.08742000	2.37881918	54.85687778	229.52117663	0.37035000	10.07773602	232.39813185	972.35378365	0.07537500	2.05105806	47.29852623	197.89703373	16542.90034735	-1.57778700	-42.93376772	-990.07628258	-4142.47916631	-1.58684700	-43.18030286	-995.76151837	-4166.26619286	-1.59534300	-43.41149078	-1001.09283882	-4188.57243761	-1.47499100	-40.13654630	-925.57081920	-3872.58830755	18.07000000
bigqm7wdef2tzvp_001423.xyz	03	03	01	02	00	4.94714000	43.82210000	-0.31012000	-8.43879437	-194.60323653	-814.21994164	0.07950000	2.16330502	49.88700279	208.72721966	0.38962000	10.60209938	244.49023932	1022.94716130	0.06404300	1.74269866	40.18758892	168.14487206	14055.81382349	-1.51500400	-41.22535541	-950.67935559	-3977.64242378	-1.52320900	-41.44862481	-955.82807078	-3999.18464814	-1.53076100	-41.65412518	-960.56702229	-4019.01242126	-1.42221100	-38.70032946	-892.45086943	-3734.01443769	16.32500000
bigqm7wdef2tzvp_001424.xyz	03	02	03	01	00	4.91605000	46.85170000	-0.32419000	-8.82165854	-203.43229476	-851.16072127	0.02708000	0.73688428	16.99295642	71.09852966	0.35127000	9.55854281	220.42525118	922.25925093	0.06413000	1.74506605	40.24218225	168.37329052	14074.90811642	-1.35043100	-36.74709633	-847.40823974	-3545.55607509	-1.35864500	-36.97061064	-852.56260252	-3567.12192895	-1.36619700	-37.17611101	-857.30155403	-3586.94970207	-1.25709300	-34.20724018	-788.83776093	-3300.49719171	16.17000000
bigqm7wdef2tzvp_001425.xyz	02	02	02	02	00	5.30707000	39.50270000	-0.35455000	-9.64779615	-222.48348224	-930.87088968	0.05250000	1.42859765	32.94424712	137.83872996	0.40705000	11.07639380	255.42772936	1068.70961964	0.05214300	1.41888319	32.72022624	136.90142660	11444.06570895	-1.29994800	-35.37338404	-815.72967922	-3413.01297786	-1.30692600	-35.56326507	-820.10844029	-3431.33371419	-1.31353400	-35.74307790	-824.25502287	-3448.68301567	-1.21721500	-33.12210462	-763.81393832	-3195.79751793	15.14400000
bigqm7wdef2tzvp_001426.xyz	03	02	03	01	00	2.56729000	44.90600000	-0.31133000	-8.47172014	-195.36252299	-817.39679618	0.06619000	1.80112150	41.53485175	173.78181974	0.37752000	10.27284164	236.89737474	991.17861591	0.06368000	1.73282092	39.95980299	167.19181570	13976.14453226	-1.38228200	-37.61380612	-867.39504384	-3629.18086343	-1.38996000	-37.82273512	-872.21306154	-3649.33944950	-1.39751200	-38.02823549	-876.95201305	-3669.16722262	-1.29065600	-35.12053586	-809.89886123	-3388.61683540	16.81300000
bigqm7wdef2tzvp_001427.xyz	02	02	02	02	00	2.72696000	39.25950000	-0.34523000	-9.39418605	-216.63509399	-906.40123324	0.05734000	1.56030075	35.98139295	150.54614812	0.40257000	10.95448680	252.61648694	1056.94738135	0.05247600	1.42794458	32.92918690	137.77571797	11517.15076123	-1.31768400	-35.85600514	-826.85918716	-3459.57883909	-1.32464400	-36.04539637	-831.22665307	-3477.85231643	-1.33125200	-36.22520920	-835.37323564	-3495.20161791	-1.23497400	-33.60535158	-774.95787898	-3242.42376565	15.07500000
bigqm7wdef2tzvp_001428.xyz	02	01	04	01	00	4.32545000	41.55180000	-0.34547000	-9.40071679	-216.78569626	-907.03135315	0.02332000	0.63456947	14.63352082	61.22665110	0.36879000	10.03528626	231.41921708	968.25800425	0.05121800	1.39371266	32.13977998	134.47283945	11241.05167483	-1.14479800	-31.15153783	-718.37158510	-3005.66671207	-1.15147000	-31.33309218	-722.55832828	-3023.18404552	-1.15807800	-31.51290501	-726.70491085	-3040.53334700	-1.06176800	-28.89217663	-666.26947389	-2787.67147876	15.99800000
bigqm7wdef2tzvp_001429.xyz	01	01	03	02	00	3.05049000	36.03990000	-0.38765000	-10.54849296	-243.25404566	-1017.77492705	0.01262000	0.34340766	7.91916950	33.13380518	0.40027000	10.89190062	251.17321516	1050.90873223	0.03964700	1.07884974	24.87886792	104.09318337	8701.51071405	-1.07836200	-29.34372233	-676.68236602	-2831.23901943	-1.08401500	-29.49754829	-680.22967705	-2846.08096877	-1.08967900	-29.65167356	-683.78389068	-2860.95179861	-1.00574200	-27.36763164	-631.11262838	-2640.57523714	14.37700000
bigqm7wdef2tzvp_001430.xyz	02	03	00	03	00	4.67493000	39.54120000	-0.34196000	-9.30520483	-214.58313802	-897.81584949	0.06400000	1.74152857	40.16060602	168.03197557	0.40596000	11.04673340	254.74374404	1065.84782506	0.05153600	1.40236588	32.33932799	135.30774833	11310.84460764	-1.40390300	-38.20214345	-880.96242607	-3685.94679068	-1.41101600	-38.39569802	-885.42590092	-3704.62196947	-1.41762300	-38.57548364	-889.57185599	-3721.96864544	-1.32100000	-35.94623809	-828.94000856	-3468.28499582	14.74900000
bigqm7wdef2tzvp_001431.xyz	01	02	01	03	00	3.58764000	35.48310000	-0.38936000	-10.59502442	-244.32708685	-1022.26453140	0.03532000	0.96110608	22.16363445	92.73264652	0.42468000	11.55613050	266.49072130	1114.99717791	0.03949100	1.07460476	24.78097644	103.68360543	8667.27267154	-1.18936800	-32.36434921	-746.33968214	-3122.68523006	-1.19518900	-32.52274668	-749.99241476	-3137.96826334	-1.20085300	-32.67687195	-753.54662839	-3152.83909318	-1.11723100	-30.40140161	-701.07303157	-2933.28956409	13.74500000
bigqm7wdef2tzvp_001432.xyz	00	01	02	03	00	1.17016000	32.29100000	-0.42620000	-11.59749181	-267.44453569	-1118.98793733	-0.01338000	-0.36408832	-8.39607670	-35.12918489	0.41282000	11.23340349	259.04845900	1083.85875244	0.02654500	0.72232618	16.65723885	69.69388737	5825.95409248	-0.95079900	-25.87255657	-596.63537562	-2496.32241161	-0.95525800	-25.99389213	-599.43344035	-2508.02951441	-0.95997800	-26.12232986	-602.39528504	-2520.42187261	-0.88814200	-24.16757289	-557.31751482	-2331.81648203	13.20000000
bigqm7wdef2tzvp_001433.xyz	10	06	00	00	00	0.26255000	67.89980000	-0.31954000	-8.69512560	-200.51437573	-838.95214804	0.08876000	2.41528243	55.69774047	233.03934612	0.40830000	11.11040803	256.21211620	1071.99149417	0.14580500	3.96755583	91.49401813	382.81097185	32000.49864206	-2.42496400	-65.98662627	-1521.68787201	-6366.74205648	-2.44169000	-66.44176388	-1532.18359539	-6410.65616309	-2.45585000	-66.82707708	-1541.06912947	-6447.83323769	-2.26033700	-61.50689778	-1418.38287065	-5934.51393081	22.35400000
bigqm7wdef2tzvp_001434.xyz	09	05	01	00	00	1.35226000	63.71370000	-0.31558000	-8.58736852	-198.02943823	-828.55516955	0.08706000	2.36902308	54.63097437	228.57599677	0.40264000	10.95639160	252.66041260	1057.13116633	0.13496300	3.67253000	84.69056047	354.34530499	29620.95468762	-2.22976000	-60.67485530	-1399.19551362	-5854.23402898	-2.24511400	-61.09265888	-1408.83029401	-5894.54595012	-2.25832900	-61.45225732	-1417.12283164	-5929.24192758	-2.07530700	-56.47197542	-1302.27479360	-5448.71773643	21.95600000
bigqm7wdef2tzvp_001435.xyz	08	05	00	01	00	1.76006000	59.45960000	-0.32748000	-8.91118399	-205.49680091	-859.79861501	0.08037000	2.18697892	50.43293602	211.01140433	0.40785000	11.09816291	255.92973694	1070.81001934	0.12224600	3.32648283	76.71052255	320.95682634	26829.89579916	-2.13376000	-58.06256245	-1338.95460459	-5602.18606562	-2.14785100	-58.44599806	-1347.79684052	-5639.18198074	-2.16012300	-58.77993616	-1355.49763673	-5671.40211206	-1.98993900	-54.14899401	-1248.70556525	-5224.58408501	21.19300000
bigqm7wdef2tzvp_001436.xyz	07	05	00	00	01	2.16995000	55.34700000	-0.34348000	-9.34656613	-215.53695242	-901.80660891	0.07142000	1.94343704	44.81672628	187.51318274	0.41490000	11.29000317	260.35367869	1089.31979165	0.11005800	2.99483049	69.06243714	288.95723699	24154.93899076	-2.00717500	-54.61800942	-1259.52131846	-5269.83719643	-2.02025400	-54.97390711	-1267.72851480	-5304.17610594	-2.03158200	-55.28215766	-1274.83694207	-5333.91776562	-1.87423500	-51.00052805	-1176.10020965	-4920.80327717	19.29500000
bigqm7wdef2tzvp_001437.xyz	08	04	02	00	00	2.47624000	59.62490000	-0.29780000	-8.10355012	-186.87231987	-781.87378634	0.07589000	2.06507192	47.62169360	199.24916604	0.37369000	10.16862204	234.49401347	981.12295238	0.12297500	3.34631993	77.16797695	322.87081556	26989.89280551	-2.02721900	-55.16343440	-1272.09911826	-5322.46271078	-2.04141000	-55.54959114	-1281.00410513	-5359.72117587	-2.05368100	-55.88350204	-1288.70427382	-5391.93868168	-1.88261600	-51.22858665	-1181.35936651	-4942.80758947	20.71300000
bigqm7wdef2tzvp_001438.xyz	07	03	03	00	00	2.67405000	55.57660000	-0.30069000	-8.18219102	-188.68582224	-789.46148024	0.07317000	1.99105696	45.91486785	192.10780707	0.37386000	10.17324797	234.60069008	981.56928731	0.11197000	3.04685865	70.26223524	293.97719227	24574.57448614	-1.83072300	-49.81650631	-1148.79601763	-4806.56253778	-1.84345700	-50.16301607	-1156.78672321	-4839.99564992	-1.85478500	-50.47126663	-1163.89515048	-4869.73730959	-1.69647700	-46.16348687	-1064.55538146	-4454.09971601	20.41400000
bigqm7wdef2tzvp_001439.xyz	06	03	02	01	00	2.97496000	51.63070000	-0.30559000	-8.31552680	-191.76061863	-802.32642837	0.06605000	1.79731190	41.44700043	173.41424979	0.37164000	10.11283870	233.20761906	975.74067816	0.09917400	2.69866178	62.23262408	260.38129915	21766.17710180	-1.73368300	-47.17591362	-1087.90249876	-4551.78405481	-1.74515400	-47.48805541	-1095.10065988	-4581.90116094	-1.75553800	-47.77061842	-1101.61671821	-4609.16434897	-1.61005800	-43.81190629	-1010.32664065	-4227.20666450	19.68000000
bigqm7wdef2tzvp_001440.xyz	05	03	02	00	01	1.68051000	47.91210000	-0.31510000	-8.57430706	-197.72823368	-827.29492974	0.05600000	1.52383750	35.14053026	147.02797863	0.37110000	10.09814455	232.86876395	974.32290836	0.08681700	2.36241071	54.47848957	227.93800037	19054.12908067	-1.60546900	-43.68703325	-1007.44699970	-4215.15824675	-1.61594100	-43.97199086	-1014.01827886	-4242.65247875	-1.62538000	-44.22883911	-1019.94134074	-4267.43456965	-1.49272500	-40.61911299	-936.69907213	-3919.14891778	17.86800000
bigqm7wdef2tzvp_001441.xyz	08	05	00	01	00	1.18247000	59.21270000	-0.29409000	-8.00259588	-184.54425974	-772.13318276	0.09526000	2.59215643	59.77655202	250.10509364	0.38935000	10.59475231	244.32081176	1022.23827640	0.12197900	3.31921739	76.54297752	320.25581794	26771.29607256	-2.12857800	-57.92155305	-1335.70285053	-5588.58072660	-2.14267200	-58.30507030	-1344.54696898	-5625.58451822	-2.15494400	-58.63900840	-1352.24776519	-5657.80464953	-1.98487100	-54.01108671	-1245.52534726	-5211.27805295	20.79200000
bigqm7wdef2tzvp_001442.xyz	07	04	01	01	00	2.12153000	55.61510000	-0.30052000	-8.17756508	-188.57914563	-789.01514530	0.08667000	2.35841064	54.38624568	227.55205192	0.38719000	10.53597572	242.96539131	1016.56719722	0.11086400	3.01676286	69.56820977	291.07338969	24331.83554373	-1.93416900	-52.63141513	-1213.70936216	-5078.15997130	-1.94673000	-52.97321732	-1221.59150860	-5111.13887200	-1.95805800	-53.28146788	-1228.69993587	-5140.88053168	-1.80103500	-49.00865475	-1130.16651652	-4728.61670511	20.54000000
bigqm7wdef2tzvp_001443.xyz	06	04	00	02	00	2.00130000	51.39950000	-0.30768000	-8.37239859	-193.07211342	-807.81372257	0.08147000	2.21691144	51.12319644	213.89945391	0.38915000	10.58931003	244.19530987	1021.71317648	0.09837900	2.67702873	61.73375405	258.29402695	21591.69476978	-1.83785100	-50.01046906	-1153.26890513	-4825.27709906	-1.84938200	-50.32424352	-1160.50471682	-4855.55173516	-1.85976600	-50.60680653	-1167.02077514	-4882.81492319	-1.71469300	-46.65916944	-1075.98609394	-4501.92581706	19.58600000
