Index	E1_eV	E1_nm	E2_eV	E2_nm	f1_au	f2_au	n_C	n_H	n_N	n_O	n_F
7160	7.30462878	169.733728	8.57592886	144.5723135	0.00061136	0.00052077	6	11	1	1	0
7161	7.3506397	168.6712894	7.67670255	161.5070881	0.0000258	0.0087325	8	14	0	0	0
7162	8.57957926	144.5108015	8.90913606	139.1652195	0.00006368	0.01827665	7	13	1	0	0
7163	7.25030996	171.0053614	7.33709577	168.9826484	0.00096226	0.00000181	7	12	0	1	0
7164	7.38976341	167.778291	8.5362786	145.243839	0.00491198	0.00008957	6	11	1	1	0
7165	6.3726778	194.5558703	7.21151524	171.9252937	0.02794755	0.04223637	6	12	2	0	0
7166	7.33963487	168.92419	7.38926272	167.7896595	0.00317519	0.00927755	7	12	0	1	0
7167	7.4439293	166.5574491	8.21805263	150.8680866	0.01206149	0.00903663	6	11	1	1	0
7168	6.60253698	187.7826476	7.44963825	166.4298096	0.02288998	0.03272532	5	10	2	1	0
7169	7.36206358	168.4095583	7.41147918	167.2866975	0.00420291	0.0373429	7	12	0	1	0
7170	7.43778252	166.6950966	8.24739902	150.3312588	0.04077638	0.00119399	6	11	1	1	0
7171	7.32877834	169.1744268	7.40343277	167.4685127	0.00010772	0.00194038	6	10	0	2	0
7172	7.64784896	162.1164175	8.04816434	154.0527533	0.0279834	0.01304648	5	9	1	2	0
7173	7.31694901	169.4479316	7.33886315	168.9419532	0.00078324	0.00010005	6	10	0	2	0
7174	7.34401019	168.8235506	7.45382935	166.3362304	0.0008513	0.00536939	5	9	1	2	0
7175	4.40425119	281.5102551	7.26894323	170.5670049	0.00012613	0.0006127	6	12	0	2	0
7176	5.86981959	211.2231657	7.0848974	174.9978588	0.00076038	0.06077808	5	11	1	2	0
7177	6.45661104	192.0267254	7.3076019	169.6646715	0.00267871	0.01921112	5	11	1	2	0
7178	5.90794845	209.8599684	7.33606555	169.0063791	0.00104025	0.0072462	5	10	0	3	0
7179	4.4069443	281.3382224	7.59605073	163.2219056	0.00017553	0.04338967	7	14	0	1	0
7180	5.889516	210.5167682	7.0155179	176.7284887	0.00062378	0.00757028	6	13	1	1	0
7181	5.92805549	209.1481563	7.78966708	159.1649378	0.00094864	0.20606465	6	12	0	2	0
7182	4.32879865	286.4170816	7.10223813	174.5705865	0.00025524	0.00376445	6	12	0	2	0
7183	4.34258339	285.5079026	7.12680538	173.9688133	0.00012117	0.0166604	6	12	0	2	0
7184	4.39510299	282.0962051	5.82872958	212.7121971	0.00010959	0.00073433	5	11	1	2	0
7185	4.43373472	279.6382628	7.41743113	167.1524621	0.00009615	0.03651682	6	12	0	2	0
7186	5.89466467	210.3328934	7.2383873	171.2870319	0.00110534	0.21874494	5	11	1	2	0
7187	6.47292889	191.542638	7.36543915	168.3323764	0.00233081	0.23509691	5	11	1	2	0
7188	5.95252505	208.2883927	7.55543992	164.0992303	0.00087829	0.02971849	5	10	0	3	0
7189	4.48129941	276.6701716	7.52112228	164.847988	0.00017656	0.00387655	5	10	0	3	0
7190	4.32586145	286.6115547	7.30869879	169.6392082	0.00018215	0.00094146	5	10	0	3	0
7191	7.21932382	171.7393356	7.22049037	171.7115891	0.00000076	0.00118106	6	14	0	2	0
7192	8.86851926	139.8025802	9.35033845	132.5986094	0.0078321	0.02938661	8	18	0	0	0
7193	7.21322683	171.8844983	8.69797327	142.543767	0.00060345	0.01972642	7	16	0	1	0
7194	7.3827475	167.9377327	8.56304617	144.7898155	0.04051754	0.04048421	7	16	0	1	0
7195	7.29941617	169.8549372	8.04845441	154.0472011	0.01724231	0.01087185	7	16	0	1	0
7196	7.19964781	172.2086841	8.4611311	146.5338216	0.01489905	0.00080464	7	16	0	1	0
7197	7.24323283	171.1724454	7.27545219	170.4144076	0.00292091	0.01308253	6	14	0	2	0
7198	7.32951251	169.1574814	7.47734053	165.8132154	0.01521367	0.04018313	6	14	0	2	0
7199	7.21746718	171.7835141	7.34433291	168.8161321	0.00850531	0.0177286	6	14	0	2	0
7200	7.44973294	166.4276941	7.50316658	165.242483	0.04194572	0.01006478	6	14	0	2	0
7201	7.23790184	171.2985202	7.4037204	167.4620068	0.00062134	0.03981595	6	14	0	2	0
7202	7.36172344	168.4173395	7.44249934	166.5894505	0.00045777	0.08518461	6	14	0	2	0
7203	7.24634717	171.0988787	7.39351314	167.6931998	0.00081993	0.01579605	5	12	0	3	0
7204	7.47074149	165.9596811	7.5810978	163.5438438	0.03108539	0.02020197	5	12	0	3	0
7205	7.25258021	170.9518323	7.25735581	170.8393399	0.00063341	0.00159421	5	12	0	3	0
7206	2.93484571	422.4555556	4.57503691	271.0015023	0.00000883	0.00013886	6	6	0	2	0
7208	3.34547393	370.6027611	4.97722796	249.102891	0.00000819	0.00010745	5	5	1	2	0
7209	4.14268421	299.2846697	5.75640336	215.3848156	0.00030815	0.00000759	7	10	0	1	0
7210	4.37217441	283.5755758	5.5886996	221.8480084	0.00023104	0.00081492	6	8	0	2	0
7211	5.11108158	242.5791599	5.96148576	207.9753144	0.00009048	0.25731769	6	9	1	1	0
7212	4.53358907	273.4791035	7.0893851	174.8870822	0.00082206	0.01170003	7	10	0	1	0
7213	5.8581157	211.645167	7.05135447	175.8303146	0.000373	0.01218352	6	9	1	1	0
7214	5.84842083	211.9960092	6.76166045	183.3635221	0.00097573	0.00130829	5	8	2	1	0
7216	4.82248717	257.0959409	6.79630707	182.4287606	0.00239284	0.00521147	6	8	0	2	0
7217	6.05656805	204.7103021	6.93528704	178.772972	0.00277567	0.00595194	5	7	1	2	0
7218	7.32206638	169.3295049	7.61024229	162.91753	0.00074563	0.00825644	8	14	0	0	0
7219	7.25569619	170.8784166	7.4129056	167.2545075	0.00302846	0.00473696	7	12	0	1	0
7220	7.05126849	175.8324588	7.29599189	169.9346565	0.0036504	0.02913747	7	12	0	1	0
7221	6.95259484	178.3279343	7.38258232	167.94149	0.00420015	0.02515054	6	10	0	2	0
7222	3.00003249	413.2761499	4.86537367	254.8297336	0.00006912	0.00001231	6	6	0	2	0
7223	3.03409923	408.6359014	4.87915841	254.1097811	0.00006694	0.00001081	5	5	1	2	0
7226	3.5812837	346.2004072	5.48968336	225.8494333	0.00000923	0.00011101	5	5	1	2	0
7227	3.59994227	344.4060435	5.46668675	226.79951	0.00000737	0.00010535	4	4	2	2	0
7228	3.96326922	312.8331203	5.11435837	242.4237382	0.000045	0.00154629	4	7	3	1	0
7229	3.94809996	314.0350773	4.89677288	253.1957077	0.00015531	0.00315198	4	6	2	2	0
7230	3.96185722	312.9446135	5.31570302	233.2413738	0.00001379	0.00426504	4	5	1	3	0
7231	3.34973904	370.1308848	5.0450235	245.7554215	0.00001697	0.00000583	4	6	2	2	0
7232	3.32764639	372.5882289	4.7359019	261.7963592	0.00000121	0.00085496	4	5	1	3	0
7233	3.53016902	351.2131765	5.35655819	231.4624112	0.00008901	0.00009476	4	5	1	3	0
7239	4.75120123	260.9533495	5.62652179	220.3567181	0.00074988	0.12104342	3	6	4	1	0
7240	4.66069916	266.020576	5.22922416	237.0986285	0.00209414	0.00064718	3	5	3	2	0
7241	4.82475659	256.9750103	5.68162321	218.2196584	0.00042644	0.00398557	3	4	2	3	0
7242	4.05595391	305.6844093	5.51634181	224.7579862	0.00000327	0.00120799	3	5	3	2	0
7243	3.97589067	311.8400323	4.9685976	249.5355782	0.00018022	0.00050847	3	4	2	3	0
7244	4.23032827	293.0840816	5.7912625	214.0883573	0.00004094	0.00118749	3	4	2	3	0
7246	4.60405948	269.2931923	6.8881893	179.9953255	0.00034126	0.0009385	7	10	0	1	0
7247	4.63021534	267.7719686	7.02676627	176.4455837	0.00034921	0.00120307	6	9	1	1	0
7248	4.76547224	260.1718807	6.41151715	193.3773	0.00049082	0.02917143	6	8	0	2	0
7249	4.7902746	258.8248021	6.28802182	197.1751865	0.00036107	0.03177593	5	7	1	2	0
7250	5.90946984	209.8059401	6.7145189	184.6508876	0.00044961	0.01948773	6	9	1	1	0
7251	5.93399247	208.9389028	6.81299092	181.9820239	0.00048219	0.01668441	5	8	2	1	0
7252	5.11413959	242.4341089	6.21630486	199.4499793	0.00384259	0.00350275	5	10	2	1	0
7253	5.73121106	216.3315682	6.36239924	194.8701784	0.00140902	0.00442678	5	9	1	2	0
7254	4.30341097	288.1067795	4.54276394	272.9267673	0.0039517	0.00011611	6	10	0	2	0
7255	5.30843649	233.5606495	6.1785809	200.6677415	0.00024999	0.00404625	5	10	2	1	0
7256	4.70069255	263.7572789	5.59778847	221.4878039	0.00177471	0.00007973	5	9	1	2	0
7257	5.7140804	216.9801242	6.28974675	197.1211122	0.00028298	0.00416819	5	9	1	2	0
7258	4.75282412	260.8642451	5.64420837	219.6662125	0.00194042	0.00058452	4	8	2	2	0
7259	5.70307068	217.3990023	6.29069861	197.0912856	0.00040494	0.00440556	4	8	2	2	0
7260	5.05293384	245.3706923	6.09357336	203.4671289	0.00358561	0.00199347	4	8	2	2	0
7261	5.74578684	215.7827833	6.56229108	188.9343007	0.0015505	0.00626144	4	7	1	3	0
7262	4.35348264	284.7931136	4.69751181	263.9358719	0.00372763	0.00086641	5	8	0	3	0
7263	5.56295273	222.8747817	6.21518756	199.4858342	0.00034959	0.00495956	4	8	2	2	0
7264	4.82374515	257.028893	5.72934109	216.4021754	0.00149113	0.00017657	4	7	1	3	0
7265	5.86520182	211.3894652	6.33841948	195.607419	0.00012953	0.00384181	4	7	1	3	0
7266	4.48269481	276.5840481	5.88479456	210.6856685	0.00017218	0.00028308	5	9	1	2	0
7267	6.11188335	202.8575816	6.63092961	186.9785909	0.00364357	0.54984705	4	9	3	1	0
7268	5.23604333	236.7898426	6.29942176	196.8183625	0.00177902	0.00333842	4	8	2	2	0
7269	6.30708122	196.5793419	7.10840151	174.4192241	0.00267426	0.00038046	4	8	2	2	0
7270	7.35467732	168.578691	7.68469182	161.3391799	0.00008721	0.0074638	8	14	0	0	0
7271	8.5813646	144.4807362	8.93292507	138.7946127	0.0002507	0.02008726	7	13	1	0	0
7272	7.2641709	170.679062	7.33978045	168.9208395	0.00092951	0.0001484	7	12	0	1	0
7273	7.39701089	167.6139044	8.5393456	145.1916732	0.00322526	0.00117634	6	11	1	1	0
7274	6.47719618	191.4164464	7.20627977	172.0502	0.04604741	0.01751694	6	12	2	0	0
7275	5.97085818	207.6488569	6.94734413	178.4627121	0.00772494	0.0008941	6	12	2	0	0
7276	7.34883858	168.7126289	7.35556115	168.558435	0.01993101	0.00013128	7	12	0	1	0
7277	7.3303947	169.1371238	8.60747746	144.042419	0.0074673	0.00019366	6	11	1	1	0
7278	7.1970347	172.2712099	7.34527797	168.794412	0.00249332	0.00069498	6	10	0	2	0
7279	7.29078418	170.0560386	7.42184917	167.0529605	0.00211326	0.0149352	5	9	1	2	0
7280	4.42613322	280.1185172	7.62006124	162.7075999	0.00013716	0.04840662	7	14	0	1	0
7281	5.88166933	210.7976165	6.99515535	177.2429365	0.0006305	0.005941	6	13	1	1	0
7282	5.94372952	208.596618	7.78330505	159.2950381	0.00092113	0.20318388	6	12	0	2	0
7283	4.50574394	275.1691825	7.3863277	167.8563321	0.00016131	0.00118412	6	12	0	2	0
7284	4.42835857	279.9777516	7.27911838	170.3285769	0.00010481	0.0077709	6	12	0	2	0
7285	5.89566278	210.2972848	7.22160848	171.6850032	0.00091273	0.19897686	5	11	1	2	0
7286	6.47254875	191.5538876	7.39076669	167.7555154	0.00263737	0.26247179	5	11	1	2	0
7287	5.93523467	208.8951735	7.746792	160.0458454	0.00094862	0.18586412	5	10	0	3	0
7288	4.48264038	276.587406	7.31828346	169.4170338	0.00026469	0.01428527	5	10	0	3	0
7289	4.80269578	258.1554052	6.67643059	185.7043011	0.00036949	0.03756376	6	8	0	2	0
7290	4.76969082	259.9417702	6.64591329	186.5570346	0.0001717	0.03642483	5	7	1	2	0
7291	4.55572009	272.1505823	7.06218651	175.5606247	0.00019481	0.03658632	7	10	0	1	0
7292	5.84539084	212.1058984	6.96280591	178.0664134	0.00127168	0.03178722	6	9	1	1	0
7293	4.57944134	270.7408574	7.14729447	173.4700985	0.00013958	0.03152729	6	9	1	1	0
7294	5.86024499	211.5682668	7.06455308	175.5018132	0.00106305	0.02697988	5	8	2	1	0
7295	5.85368052	211.8055251	6.76701429	183.2184509	0.00074997	0.16864933	6	9	1	1	0
7296	6.70427001	184.9331656	6.8558015	180.8456496	0.02592496	0.00125698	5	8	2	1	0
7297	5.86159032	211.5197084	6.86646945	180.5646824	0.00051458	0.16365153	5	8	2	1	0
7298	6.83738293	181.3328124	6.89534127	179.8086312	0.02258823	0.00141068	4	7	3	1	0
7299	6.10648135	203.0370364	7.28163054	170.2698137	0.00160065	0.00538044	5	7	1	2	0
7300	6.0060308	206.4328202	7.36166248	168.418734	0.00232789	0.01448988	4	6	2	2	0
7302	5.75699765	215.3625814	7.0011111	177.0921582	0.00062142	0.00493737	4	7	3	1	0
7303	4.35592867	284.6331907	4.79977682	258.3124014	0.00044482	0.00076572	5	8	0	3	0
7304	4.43107916	279.8058508	4.59356922	269.9081729	0.00017579	0.00020189	6	10	0	2	0
7305	4.43646049	279.4664528	5.82926456	212.6926756	0.00017607	0.00029399	5	9	1	2	0
7307	4.72799128	262.2343828	5.82669526	212.786463	0.00015703	0.00125424	5	9	1	2	0
7308	5.70252237	217.4199057	5.89121726	210.4559755	0.00749015	0.00072682	4	8	2	2	0
7309	4.54272257	272.9292523	6.45474243	192.0823159	0.00001061	0.00263948	5	9	1	2	0
7310	5.78979934	214.1424602	6.46426506	191.799356	0.00113223	0.0034389	4	8	2	2	0
7311	4.5384961	273.1834175	5.92591967	209.2235375	0.00003437	0.00091882	5	8	0	3	0
7312	5.72185878	216.6851584	5.97896309	207.3673741	0.00007049	0.00234353	4	7	1	3	0
7313	4.36808889	283.8408068	5.8359142	212.4503261	0.00031208	0.00066653	5	9	1	2	0
7314	4.34645992	285.253263	6.30420906	196.6689023	0.00062398	0.01769934	4	8	2	2	0
7315	4.34868173	285.1075226	6.09881182	203.2923645	0.00047167	0.00375478	4	7	1	3	0
7317	5.45634724	227.2292839	5.85186987	211.8710605	0.00040945	0.00137935	5	10	2	1	0
7318	5.89107957	210.4608944	6.35188014	195.1928954	0.00116201	0.48963883	4	9	3	1	0
7319	4.01525711	308.7826861	5.09334275	243.424002	0.00024351	0.01391359	5	10	2	1	0
7320	4.91752701	252.1271107	5.80657979	213.5236096	0.00079096	0.08422756	4	9	3	1	0
7321	2.98074587	415.9502111	4.83082637	256.6521298	0.00006261	0.00001263	5	8	0	3	0
7322	2.96873803	417.6326308	4.83031125	256.6794995	0.00006011	0.0000199	6	10	0	2	0
7324	3.55375177	348.8825211	5.46219578	226.9859825	0.00000533	0.00008929	5	9	1	2	0
7325	3.85005843	322.0319634	4.68930812	264.3976133	0.00082825	0.07520572	5	10	2	1	0
7326	4.47467479	277.0797728	4.52083891	274.2503993	0.00000167	0.00008647	4	8	2	2	0
7327	3.58255747	346.077317	5.44064436	227.8851167	0.00005638	0.0147918	5	9	1	2	0
7329	4.47008151	277.3644892	6.25845257	198.1067782	0.00000625	0.00001314	4	8	2	2	0
7330	4.07909964	303.9498871	5.41619738	228.9137171	0.00035471	0.00151561	5	9	1	2	0
7331	5.12094843	242.1117676	5.95314629	208.2666569	0.00005149	0.00288966	4	8	2	2	0
7332	3.60718785	343.7142526	5.53437071	224.025809	0.00003412	0.00044499	5	8	0	3	0
7334	4.40872882	281.2243451	6.15518592	201.4304511	0.0001089	0.00004563	4	7	1	3	0
7335	3.92001128	316.2852827	4.64768994	266.7651867	0.03251958	0.14496748	4	7	1	3	0
7336	2.97058678	417.3727176	4.83181904	256.599402	0.00007899	0.00001918	5	8	0	3	0
7338	3.56389998	347.8890773	5.47840859	226.3142397	0.00001521	0.00008489	4	7	1	3	0
7340	3.55785307	348.4803482	5.44516336	227.6959926	0.00000641	0.00010489	4	7	1	3	0
7341	4.55560009	272.1577512	7.30868246	169.6395871	0.00039667	0.00084646	6	12	0	2	0
7342	4.8069413	257.9274007	7.36741279	168.2872821	0.00008473	0.00089987	5	10	0	3	0
7343	4.54739994	272.6485227	6.82154998	181.7536892	0.00040131	0.01004645	7	14	0	1	0
7344	4.79444148	258.5998558	6.62665607	187.0991739	0.00008509	0.03255483	6	12	0	2	0
7345	5.87423736	211.0643136	6.68241927	185.5378757	0.00031121	0.02283277	6	13	1	1	0
7346	5.90803281	209.856972	6.80117383	182.2982189	0.00102775	0.00174601	6	13	1	1	0
7347	6.1579076	201.3414225	7.03912976	176.1356755	0.00108444	0.01050936	5	11	1	2	0
7348	6.3733238	194.5361502	6.82907039	181.5535357	0.02568774	0.01314635	5	12	2	1	0
7349	6.68708493	185.4084236	7.67954424	161.4473251	0.00075404	0.13846422	6	13	1	1	0
7350	6.72671559	184.316084	7.63373278	162.4162006	0.00120599	0.00041183	5	11	1	2	0
7351	6.01440456	206.1454071	7.89018974	157.1371433	0.00180682	0.01113836	6	12	0	2	0
7352	6.03956556	205.2865993	7.13465015	173.7775292	0.00207077	0.01040601	5	11	1	2	0
7353	6.26037478	198.0459506	7.38938136	167.7869655	0.00132581	0.04364179	5	10	0	3	0
7354	6.90457981	179.5680418	7.26475839	170.6652594	0.02562955	0.00032432	5	11	1	2	0
7355	5.89967646	210.1542149	6.77622589	182.9693839	0.00032394	0.02417888	5	11	1	2	0
7356	4.54998148	272.4938289	6.87066055	180.4545381	0.00032434	0.00580569	6	12	0	2	0
7357	4.74458369	261.3173158	6.39579278	193.8527276	0.0003209	0.03278346	5	10	0	3	0
7358	5.88709065	210.6034964	6.67908723	185.630436	0.00031855	0.03416359	5	11	1	2	0
7359	4.82253587	257.0933442	7.30643725	169.691716	0.00013516	0.00137491	5	10	0	3	0
7361	4.53596871	273.3356324	7.24055958	171.235643	0.00013474	0.00064975	6	12	0	2	0
7362	5.86425323	211.4236591	6.91109149	179.3988514	0.00160877	0.0242972	5	11	1	2	0
7363	4.53256048	273.5411651	6.93910153	178.6746988	0.00016518	0.02169081	7	14	0	1	0
7364	5.85852931	211.6302248	6.86216896	180.6778414	0.00170237	0.02549937	6	13	1	1	0
7366	4.79779392	258.41916	6.58982138	188.1449898	0.00036567	0.04190963	6	12	0	2	0
7367	6.10513357	203.0818592	7.29107207	170.0493238	0.00188177	0.00358265	5	11	1	2	0
7368	5.83638306	212.4332594	6.73988155	183.9560335	0.00176207	0.05659613	6	13	1	1	0
7369	6.54223084	189.5136239	6.79987503	182.3330385	0.01501855	0.00591509	5	12	2	1	0
7371	4.53351805	273.4833878	6.77763054	182.9314638	0.00001228	0.00861163	6	12	0	2	0
7372	5.86341321	211.4539485	7.26888881	170.5682819	0.00027847	0.0159856	5	11	1	2	0
7373	5.87391436	211.0759197	6.69115929	185.2955253	0.00426456	0.19907975	5	11	1	2	0
7374	6.67903825	185.6317974	6.81922722	181.8155981	0.01869765	0.03071636	4	10	2	2	0
7375	3.87259898	320.1575691	4.13319342	299.9718979	0.02036473	0.01310053	5	11	1	2	0
7378	4.54167684	272.992095	7.10252194	174.5636107	0.00014273	0.02344156	6	12	0	2	0
7379	5.83794962	212.3762549	6.98164027	177.5860439	0.0010562	0.02111805	5	11	1	2	0
7381	4.80715165	257.9161148	6.75956109	183.4204705	0.00023382	0.02731189	5	10	0	3	0
7382	6.13007715	202.255509	7.4705589	165.9637373	0.00125202	0.07189074	4	9	1	3	0
7383	6.12745371	202.3421041	7.29099479	170.0511262	0.00179667	0.01209547	4	9	1	3	0
7386	7.21205647	171.9123915	8.7465826	141.7515768	0.00062636	0.0207429	7	16	0	1	0
7387	7.2328291	171.4186605	7.26419838	170.6784163	0.00333805	0.00841133	6	14	0	2	0
7388	7.19911365	172.2214617	7.28038807	170.298872	0.00051978	0.01394195	6	14	0	2	0
7389	7.1869488	172.512969	7.24146762	171.2141709	0.01809776	0.00214442	5	12	0	3	0
7390	8.92316326	138.946452	9.14546475	135.5690398	0.00137326	0.00006591	8	18	0	0	0
7391	7.35139073	168.6540576	8.30042856	149.3708266	0.01713025	0.00383316	7	16	0	1	0
7392	7.28646083	170.1569396	8.26926146	149.9338099	0.01275587	0.00416801	7	16	0	1	0
7393	7.46613325	166.0621147	7.61242382	162.8708417	0.00885439	0.00734929	6	14	0	2	0
7394	7.28780181	170.1256302	8.09623978	153.1379887	0.01478262	0.02266795	7	16	0	1	0
7395	7.22659606	171.5665114	7.45751431	166.254039	0.01368077	0.02208415	6	14	0	2	0
7396	7.36394307	168.3665753	8.41956136	147.2573003	0.03900071	0.01232184	7	16	0	1	0
7397	7.37268935	168.1668406	7.45135991	166.3913554	0.02026849	0.03571631	6	14	0	2	0
7398	7.39671047	167.6207119	7.41698187	167.1625868	0.01068676	0.03560246	6	14	0	2	0
7399	7.40827776	167.3589889	7.53424606	164.560842	0.00668714	0.03416909	5	12	0	3	0
7400	2.77082882	447.4624579	3.94915222	313.9514017	0.0003571	0.00089786	5	6	0	3	0
7402	3.16677623	391.5154676	4.34794621	285.155753	0.00131024	0.00019763	4	5	1	3	0
7405	3.04903039	406.6348038	5.13718709	241.3464515	0.00105816	0.00927185	3	4	2	3	0
7406	4.34197685	285.5477859	4.80475323	258.04486	0.00312653	0.00233875	5	8	0	3	0
7407	4.8813911	253.9935541	5.59758575	221.4958254	0.00126007	0.01673172	4	7	1	3	0
7408	4.48956486	276.1608114	4.5944759	269.8549086	0.00062531	0.0001969	6	10	0	2	0
7409	4.56757419	271.4442776	5.67672598	218.4079134	0.00101397	0.01121435	5	9	1	2	0
7411	5.73505439	216.186594	5.91738944	209.5251441	0.00472445	0.00234838	4	8	2	2	0
7412	5.37918609	230.4887495	6.09635626	203.3742488	0.00117278	0.00195205	5	10	2	1	0
7413	6.31409931	196.360845	6.37071014	194.6159608	0.26230708	0.00132213	4	9	3	1	0
7414	4.66110624	265.9973428	5.54022905	223.78892	0.00126793	0.00007308	5	9	1	2	0
7415	5.59668886	221.5313208	6.41626554	193.2341902	0.00101281	0.00002954	4	8	2	2	0
7416	5.92429106	209.2810535	6.46486017	191.7817002	0.00456159	0.0045587	3	7	3	2	0
7418	5.46925577	226.6929774	6.0864603	203.7049146	0.00450126	0.00347088	3	6	2	3	0
7420	5.6428391	219.7195161	5.89539149	210.3069624	0.00482682	0.00187184	3	7	3	2	0
7422	2.90893095	426.2190808	4.78313569	259.2111022	0.00018519	0.00026494	6	10	0	2	0
7424	3.47100222	357.1999661	5.40533841	229.3735899	0.00015441	0.00105785	5	9	1	2	0
7425	3.02766483	409.5043358	4.80743111	257.9011218	0.00017564	0.00227658	5	8	0	3	0
7427	3.59712535	344.6757492	5.30841636	233.5615355	0.00015019	0.01208911	4	7	1	3	0
7428	4.17535012	296.9432122	5.14568439	240.9479053	0.0026165	0.04996208	5	10	2	1	0
7429	4.36511033	284.0344872	4.72665928	262.3082818	0.00000075	0.00015444	4	8	2	2	0
7430	3.71598223	333.6511855	5.31032769	233.4774705	0.00058363	0.08444929	5	9	1	2	0
7432	4.30733213	287.8445028	5.70723511	217.2403716	0.00000384	0.13242997	4	8	2	2	0
7433	4.4614653	277.9001499	6.81399093	181.9553163	0.00034842	0.00375708	7	14	0	1	0
7434	4.67366185	265.2827517	6.50879322	190.4872122	0.00023114	0.03546648	6	12	0	2	0
7435	5.77498166	214.6919158	6.79813568	182.3796897	0.00098956	0.24908667	6	13	1	1	0
7436	4.9508302	250.4311045	6.54671011	189.3839585	0.00017227	0.02593238	5	10	0	3	0
7437	6.08246866	203.8385965	6.83157194	181.4870555	0.00189081	0.24035307	5	11	1	2	0
7438	6.26161372	198.0067649	6.52930408	189.8888245	0.00504464	0.00740163	5	12	2	1	0
7439	4.51665298	274.5045681	6.97722985	177.6982989	0.00026772	0.02348689	7	14	0	1	0
7440	5.84493206	212.1225471	6.88913571	179.9705982	0.00125847	0.02517712	6	13	1	1	0
7442	4.774372	259.6869026	6.51508722	190.3031893	0.00016537	0.03917783	6	12	0	2	0
7443	6.07908493	203.952057	7.24653683	171.0944005	0.0012068	0.00324848	5	11	1	2	0
7444	5.81727903	213.1308931	6.58285798	188.3440108	0.00060908	0.03733415	6	13	1	1	0
7445	6.43787083	192.5857023	6.82683362	181.6130207	0.00513586	0.0023781	5	12	2	1	0
7450	4.48596643	276.3823347	6.66916433	185.9066315	0.00031761	0.00304028	6	12	0	2	0
7451	5.82741255	212.7602713	7.02222333	176.5597329	0.00146795	0.01903222	5	11	1	2	0
7453	4.79894632	258.3571041	6.44216452	192.4573445	0.00056128	0.03990694	5	10	0	3	0
7454	6.14335604	201.8183331	7.4567943	166.2700922	0.00102664	0.06831308	4	9	1	3	0
7455	8.75072445	141.6844837	8.92067859	138.9851527	0.02374327	0.01064835	8	18	0	0	0
7456	7.37875368	168.0286304	8.40180103	147.5685833	0.01998052	0.00497056	7	16	0	1	0
7457	7.25473671	170.9010161	8.20167573	151.1693362	0.008283	0.00967989	7	16	0	1	0
7458	7.43480369	166.7618847	7.57762726	163.6187466	0.00918519	0.00404263	6	14	0	2	0
7459	7.21653002	171.8058224	7.3517491	168.6458362	0.02304895	0.00808367	6	14	0	2	0
7460	7.14586152	173.5048843	7.45044098	166.4118779	0.01174726	0.0113704	5	12	0	3	0
7461	7.16558759	173.0272444	7.46612944	166.0621994	0.00000383	0.01940492	8	12	0	0	0
7462	6.83618073	181.3647012	6.93586501	178.7580747	0.02068333	0.0012732	7	10	0	1	0
7463	7.06235794	175.5563631	7.17333875	172.8402795	0.00212114	0.00034014	7	10	0	1	0
7464	6.87200288	180.4192892	7.30795429	169.6564903	0.00409282	0.02058033	7	10	0	1	0
7465	6.84450333	181.1441701	6.91022454	179.4213587	0.00013504	0.00347304	6	8	0	2	0
7466	7.31773678	169.4296902	7.63851655	162.3144845	0.00004998	0.00891112	8	12	0	0	0
7467	6.95122665	178.363034	7.27745414	170.3675286	0.00408293	0.00027542	7	10	0	1	0
7468	7.00552316	176.9806262	7.29688143	169.9139403	0.00181084	0.01095169	7	10	0	1	0
7469	8.46339101	146.494694	8.56880083	144.6925771	0.00860523	0.00088891	7	11	1	0	0
7470	7.02015717	176.6116977	7.5508499	164.1989831	0.00196325	0.005617	6	9	1	1	0
7471	7.00583745	176.9726866	7.33327666	169.0706533	0.00351006	0.01769574	6	9	1	1	0
7472	6.80685638	182.1460313	6.87408238	180.3647101	0.0226327	0.00093165	5	8	2	1	0
7473	7.32343158	169.2979394	7.48705717	165.5980244	0.00151643	0.0189694	7	10	0	1	0
7474	7.0002485	177.1139803	7.33612759	169.0049498	0.00193634	0.00043267	6	8	0	2	0
7475	7.55814446	164.0405105	8.26214568	150.0629405	0.0152996	0.02370383	6	9	1	1	0
7476	6.95654185	178.2267544	7.44836666	166.4582226	0.00305052	0.00948733	5	7	1	2	0
7477	4.34935494	285.0633926	7.45722424	166.260506	0.00022655	0.0103854	7	12	0	1	0
7478	4.3220788	286.8623952	6.67098015	185.8560284	0.00027388	0.01090251	6	10	0	2	0
7479	4.36155925	284.2657419	6.96681578	177.9639242	0.00015962	0.00331827	6	10	0	2	0
7480	5.78368984	214.3686658	6.91168579	179.3834259	0.00090506	0.05026461	6	11	1	1	0
7481	5.82848277	212.7212044	7.64359528	162.2066358	0.00109378	0.19825182	6	10	0	2	0
7482	5.79961286	213.7801101	6.94791394	178.4480762	0.00089248	0.05536315	5	9	1	2	0
7483	6.41807673	193.1796593	7.00859696	176.9030069	0.00245931	0.0045986	5	9	1	2	0
7484	5.83815044	212.3689496	7.02329137	176.5328831	0.00118253	0.00202366	5	8	0	3	0
7485	4.3162942	287.2468414	7.12406112	174.0358281	0.00028504	0.01310715	6	10	0	2	0
7486	4.30218836	288.1886545	6.91758059	179.2305647	0.00028587	0.00660373	5	8	0	3	0
